tarih;TP_DK_USD_A_YTL;TP_DK_USD_S_YTL;TP_DK_EUR_A_YTL;TP_DK_EUR_S_YTL;TP_DK_GBP_A_YTL;TP_DK_GBP_S_YTL;TP_TRY_MT01;TP_TRY_MT02;TP_TRY_MT03;TP_TRY_MT04;TP_TRY_MT05;TP_TRY_MT06;XAU_TRY_GRAM;POLITIKA_FAIZI
2024-04-05;32,11024;32,16812;34,63644;34,69886;40,41166;40,62238;54,65;67,48;61,17;47,92;47,66;59,54;2399,6;50,0
2024-04-12;31,96345;32,021;34,6241;34,6865;40,2979;40,50805;55,18;65,85;59,29;48,23;42,5;57,98;2437,77;50,0
2024-04-19;32,33114;32,38938;34,54312;34,60538;40,33628;40,5466;55,33;68,88;59,53;46,95;44,62;60,34;2506,38;50,0
2024-04-26;32,489625;32,548175;34,6944;34,756925;40,327975;40,53825;56,45;68,06;60,89;48,77;42,58;60,31;2435,78;50,0
2024-05-03;32,35515;32,4134;34,676125;34,7386;40,457025;40,66795;56,4;68,03;63,99;49,13;44,1;61,05;2393,08;50,0
2024-05-10;32,21254;32,27056;34,6289;34,6913;40,28242;40,49242;55,97;68,18;62,97;49,86;44,26;60,53;2443,25;50,0
2024-05-17;32,1769;32,23486;34,78372;34,8464;40,40336;40,614;56,53;63,71;61,16;50,1;45,72;58,68;2499,59;50,0
2024-05-24;32,15372;32,21164;34,9015;34,96436;40,78478;40,99742;56,08;61,77;59,23;50,59;41,89;58,06;2420,41;50,0
2024-05-31;32,16658;32,22454;34,88252;34,9454;40,90692;41,1202;55,9;61,0;57,46;50,49;45,97;57,54;2411,29;50,0
2024-06-07;32,23764;32,29572;35,0155;35,07858;41,04424;41,25824;55,56;60,95;58,66;51,39;48,66;57,57;2385,17;50,0
2024-06-14;32,2827;32,34086;34,82926;34,89204;41,10336;41,31764;55,34;60,28;58,55;51,31;44,85;57,1;2456,07;50,0
2024-06-21;32,5145;32,5731;34,83045;34,89315;41,25205;41,4671;55,63;58,38;55,76;46,63;41,65;56,15;2450,6;50,0
2024-06-28;32,8472;32,90638;35,16096;35,22434;41,51746;41,7339;54,78;59,17;57,54;48,78;42,58;56,36;2442,11;50,0
2024-07-05;32,61398;32,67274;35,04828;35,11144;41,28662;41,50188;54,83;59,45;56,98;50,31;42,06;56,55;2508,98;50,0
2024-07-12;32,74772;32,80672;35,46182;35,52572;41,89752;42,11596;54,34;59,56;56,95;50,2;41,41;56,16;2562,53;50,0
2024-07-19;33,001525;33,061;36,002275;36,067125;42,7624;42,98535;54,72;59,27;54,36;47,45;41,41;55,77;2544,82;50,0
2024-07-26;32,92454;32,9839;35,77578;35,84024;42,43164;42,65286;54,52;59,25;53,84;55,06;41,2;55,75;2525,07;50,0
2024-08-02;33,02032;33,0798;35,75208;35,8165;42,31186;42,53246;54,39;59,09;53,23;52,77;42,89;55,79;2609,26;50,0
2024-08-09;33,33512;33,39516;36,3588;36,42432;42,34238;42,56314;53,89;58,48;51,46;54,19;41,98;55,2;2627,28;50,0
2024-08-16;33,49918;33,55954;36,71404;36,78018;42,81602;43,03924;53,82;59,23;52,58;52,54;37,37;55,33;2713,25;50,0
2024-08-23;33,74168;33,80248;37,36408;37,4314;43,7852;44,01346;53,93;59,06;53,41;52,63;44,07;55,47;2742,51;50,0
2024-08-30;33,9337;33,99485;37,83505;37,903225;44,679425;44,912375;53,94;59,36;51,53;54,2;39,1;55,29;2741,7;50,0
2024-09-06;33,9223;33,98342;37,56104;37,62868;44,51712;44,74924;54,09;59,27;52,28;53,12;35,78;55,95;2725,55;50,0
2024-09-13;33,93798;33,9991;37,51026;37,57784;44,3793;44,61068;54,01;60,18;52,1;51,0;36,42;56,15;2814,54;50,0
2024-09-20;33,93568;33,99684;37,75892;37,82694;44,72582;44,95898;54,74;59,84;51,56;55,51;38,56;56,26;2873,67;50,0
2024-09-27;34,05698;34,11832;37,96992;38,03832;45,35352;45,58998;54,84;59,5;50,53;50,23;39,34;56,11;2917,45;50,0
2024-10-04;34,12042;34,18192;37,90816;37,97646;45,32798;45,5643;54,8;59,76;49,35;48,93;44,72;56,26;2922,23;50,0
2024-10-11;34,1771;34,23868;37,51476;37,58236;44,70134;44,9344;54,46;59,19;49,73;50,56;40,02;55,94;2925,48;50,0
2024-10-18;34,1693;34,23084;37,25224;37,31934;44,48016;44,71208;54,74;59,64;48,24;47,29;35,89;56,06;2999,66;50,0
2024-10-25;34,18616;34,24774;36,98688;37,05352;44,35986;44,59112;54,48;59,47;48,98;47,26;43,93;55,82;3027,16;50,0
2024-11-01;34,19155;34,25315;37,042375;37,10915;44,3171;44,548125;55,07;58,98;49,55;50,55;36,33;56,02;3019,05;50,0
2024-11-08;34,22836;34,29;37,06938;37,13614;44,1891;44,41948;54,38;59,01;48,12;52,43;36,04;55,48;2964,6;50,0
2024-11-15;34,2945;34,3563;36,5185;36,5843;43,88632;44,1151;54,98;58,97;49,42;49,74;37,12;55,99;2835,76;50,0
2024-11-22;34,43366;34,49566;36,34782;36,4133;43,4953;43,72206;54,63;59,3;50,54;51,37;38,64;56,06;3014,47;50,0
2024-11-29;34,53954;34,60178;36,24464;36,30994;43,40456;43,63084;54,51;59,18;51,27;47,62;36,46;55,93;2955,39;50,0
2024-12-06;34,65236;34,71478;36,47612;36,54184;43,9187;44,14768;54,38;59,54;50,69;49,55;40,77;55,94;2940,19;50,0
2024-12-13;34,77016;34,83282;36,64694;36,71296;44,27068;44,5015;54,91;59,24;51,82;50,61;39,54;56,21;2972,73;50,0
2024-12-20;34,92842;34,99136;36,58462;36,65052;44,14936;44,37948;55,04;59,45;53,9;49,3;40,74;56,54;2964,24;50,0
2024-12-27;35,15386;35,21716;36,55992;36,62578;43,99482;44,22418;54,5;59,16;48,16;48,39;38,22;55,68;2955,71;50,0
2025-01-03;35,223225;35,286675;36,643225;36,709275;44,08825;44,318125;53,97;56,88;45,97;46,18;42,99;54,58;2997,92;47,5
2025-01-10;35,28932;35,3529;36,47368;36,5394;43,7955;44,02382;53,33;55,64;45,11;45,61;38,49;53,55;3060,11;47,5
2025-01-17;35,40236;35,46614;36,36266;36,42816;43,14774;43,3727;52,72;55,0;43,64;44,36;31,87;52,87;3078,22;47,5
2025-01-24;35,53096;35,59496;36,81348;36,87982;43,48916;43,71592;51,82;53,58;44,13;46,83;37,54;51,83;3175,14;47,5
2025-01-31;35,67702;35,7413;37,26064;37,32774;44,30146;44,53242;50,68;52,5;40,62;46,05;36,39;50,61;3211,37;47,5
2025-02-07;35,85662;35,92122;37,09438;37,1612;44,45548;44,68724;50,7;52,5;39,89;46,02;35,45;50,64;3309,3;45,0
2025-02-14;35,9764;36,04124;37,28106;37,34826;44,64276;44,8755;50,0;52,11;41,67;46,3;34,97;50,13;3357,02;45,0
2025-02-21;36,18572;36,25092;37,83958;37,90776;45,50806;45,74534;49,93;51,76;41,89;44,86;34,03;50,17;3433,42;45,0
2025-02-28;36,35734;36,42282;38,10926;38,17794;45,91466;46,15404;49,55;52,03;42,77;45,77;33,09;50,05;3342,74;45,0
2025-03-07;36,387;36,45256;38,43288;38,5021;46,23818;46,47926;48,44;51,45;43,67;45,15;36,51;49,18;3412,91;45,0
2025-03-14;36,47174;36,53748;39,64908;39,72052;47,06174;47,30706;47,98;49,91;42,87;44,31;37,32;48,35;3496,97;45,0
2025-03-21;37,128;37,1949;40,43742;40,51026;48,04404;48,2945;48,53;49,98;41,56;43,44;33,68;48,77;3669,71;45,0
2025-03-28;37,89596;37,96426;40,963;41,0368;48,91848;49,1735;50,61;53,59;41,23;43,31;35,81;51,41;3755,77;45,0
2025-04-04;37,8284;37,89656667;41,1055;41,17956667;49,1246;49,38066667;51,07;53,75;42,41;47,91;36,78;51,57;3709,79;42,5
2025-04-11;37,90136;37,96968;41,70664;41,7818;48,68386;48,9377;50,92;54,6;40,74;47,53;29,36;51,93;3959,93;42,5
2025-04-18;37,9974;38,06588;43,18024;43,25806;50,06408;50,32508;52,77;55,68;42,12;51,34;43,51;53,35;4064,44;42,5
2025-04-25;38,119375;38,188;43,629825;43,70845;50,75265;51,01725;53,75;56,58;41,34;51,83;31,04;54,27;4096,71;42,5
2025-05-02;38,3369;38,40595;43,5665;43,644975;51,09625;51,36265;55,54;57,9;41,82;51,88;42,71;55,86;4018,35;46,0
2025-05-09;38,50296;38,57232;43,62134;43,69994;51,16372;51,43044;56,27;58,3;41,6;50,56;33,1;56,48;4142,38;46,0
2025-05-16;38,65782;38,72744;43,2308;43,30866;51,16302;51,42976;56,33;59,24;45,46;51,85;34,43;56,95;4000,26;46,0
2025-05-23;38,7305;38,800275;43,663275;43,7419;51,7161;51,985725;56,27;59,21;45,95;50,78;40,28;56,94;4200,03;46,0
2025-05-30;38,92256;38,99268;44,11608;44,19556;52,4933;52,767;56,58;59,32;46,65;49,7;41,15;57,24;4145,12;46,0
2025-06-06;39,07875;39,149125;44,495275;44,5754;52,72075;52,995625;56,69;59,6;47,62;48,86;41,46;57,36;4171,99;46,0
2025-06-13;39,132875;39,203375;44,7892;44,869925;52,818525;53,0939;55,96;58,64;47,51;48,6;37,57;56,69;4346,49;46,0
2025-06-20;39,35602;39,42692;45,3686;45,45034;53,08882;53,36558;55,61;58,59;46,5;46,57;41,44;56,4;4292,72;46,0
2025-06-27;39,61526;39,68666;45,89028;45,97296;53,65892;53,9387;55,8;57,8;39,16;49,54;34,35;56,19;4196,19;46,0
2025-07-04;39,73254;39,80412;46,7317;46,81586;54,3921;54,67568;55,27;57,86;45,26;47,52;41,42;56,06;4273,15;46,0
2025-07-11;39,89078;39,96266;46,82232;46,9067;54,2081;54,49072;54,39;57,03;41,6;47,33;40,09;54,72;4331,98;46,0
2025-07-18;40,1153;40,187525;46,71145;46,795575;53,866975;54,14785;53,72;56,66;44,02;48,37;26,88;54,65;4347,52;46,0
2025-07-25;40,32716;40,3998;47,15766;47,2426;54,32478;54,60802;51,78;54,97;40,13;48,18;34,74;52,52;4351,37;46,0
2025-08-01;40,47518;40,54812;46,92374;47,00828;54,01562;54,29726;51,25;52,56;42,07;45,48;30,12;51,4;4393,86;43,0
2025-08-08;40,57792;40,65102;46,89452;46,979;53,81592;54,09648;51,0;52,32;38,09;45,14;33,85;51,0;4442,44;43,0
2025-08-15;40,63838;40,71162;47,3837;47,46906;54,75298;55,03842;50,57;51,55;41,06;44,79;32,7;50,5;4374,77;43,0
2025-08-22;40,81026;40,88382;47,6145;47,7003;55,05818;55,34524;50,22;51,68;41,78;44,02;36,45;50,41;4436,48;43,0
2025-08-29;40,92978;41,0035;47,62458;47,71038;55,0276;55,3145;50,01;51,64;47,35;44,59;24,75;50,49;4557,82;43,0
2025-09-05;41,04694;41,12086;47,89472;47,981;55,1182;55,40558;49,84;51,0;47,67;43,05;27,31;50,1;4749,43;43,0
2025-09-12;41,17666;41,25088;48,22492;48,3118;55,58028;55,87004;48,51;50,89;47,02;41,83;33,62;49,27;4840,91;43,0
2025-09-19;41,23012;41,30442;48,60586;48,6934;56,01668;56,3087;48,28;49,49;45,3;40,62;29,3;48,61;4898,91;43,0
2025-09-26;41,32756;41,40198;48,62716;48,71476;55,63406;55,9241;48,54;50,24;46,5;42,09;24,98;49,05;5020,81;43,0
2025-10-03;41,49288;41,56764;48,65986;48,7475;55,6685;55,95874;47,99;49,95;45,88;42,74;33,66;48,64;5208,81;40,5
2025-10-10;41,60838;41,68334;48,52794;48,61538;55,7384;56,029;47,5;49,82;44,53;42,06;26,87;48,24;5402,94;40,5
2025-10-17;41,72854;41,8037;48,4103;48,4975;55,55524;55,84484;47,72;50,14;45,13;43,44;38,03;48,45;5726,64;40,5
2025-10-24;41,87006;41,94548;48,71076;48,7985;55,93474;56,22634;47,15;49,89;43,73;42,66;36,8;48,07;5541,37;40,5
2025-10-31;41,870625;41,946025;48,667425;48,755125;55,57095;55,860675;46,92;48,13;43,94;42,61;35,15;47,25;5410,04;40,5
2025-11-07;41,99006;42,06568;48,37386;48,461;54,88616;55,1723;46,51;48,1;43,18;43,52;31,0;47,01;5428,38;39,5
2025-11-14;42,13;42,20594;48,74964;48,83746;55,2571;55,5452;46,35;47,58;44,5;42,83;25,47;46,69;5536,61;39,5
2025-11-21;42,2493;42,32542;48,9412;49,02938;55,38902;55,67778;46,56;47,91;45,0;41,44;29,84;46,96;5542,59;39,5
2025-11-28;42,34728;42,4236;48,91186;49,0;55,54118;55,83072;46,54;47,84;45,65;43,85;39,58;46,92;5764,99;39,5
2025-12-05;42,37508;42,4514;49,25594;49,34468;56,0537;56,34594;46,57;47,74;45,6;43,12;39,14;46,88;5737,97;39,5
2025-12-12;42,47666;42,55318;49,52372;49,61294;56,56378;56,85868;45,54;46,92;44,68;42,89;38,56;45,96;5901,15;39,5
2025-12-19;42,61946;42,69624;50,01104;50,10112;56,88612;57,18272;45,28;46,15;43,49;41,18;38,92;45,46;5961,91;39,5
2025-12-26;42,72842;42,8054;50,25662;50,34716;57,45006;57,74956;45,24;45,73;43,79;41,49;37,55;45,34;6247,21;39,5
2026-01-02;42,83195;42,909125;50,386425;50,4772;57,658575;57,9592;45,18;46,09;43,16;40,27;39,01;45,41;5991,29;38,0
2026-01-09;42,95222;43,02958;50,25532;50,34588;57,78678;58,08802;44,7;45,79;43,15;41,81;36,66;44,98;6232,41;38,0
2026-01-16;43,06618;43,14378;50,196;50,28644;57,80286;58,10424;44,49;46,21;42,84;41,71;36,65;45,01;6393,98;38,0
2026-01-23;43,18598;43,2638;50,40252;50,49334;57,8768;58,17856;43,7;45,09;42,12;41,32;36,91;44,0;6947,78;38,0
2026-01-30;43,29884;43,37686;51,45432;51,54702;59,1884;59,49698;43,46;44,38;42,19;40,34;36,42;43,7;6843,91;38,0
2026-02-06;43,41048;43,4887;51,39964;51,49226;59,32154;59,6308;43,72;44,8;42,19;40,45;35,28;43,97;6960,41;37,0
2026-02-13;43,53018;43,60858;51,67506;51,76814;59,2571;59,56606;43,43;44,65;43,25;42,24;37,87;43,77;7079,44;37,0
2026-02-20;43,63984;43,71846;51,66448;51,75756;59,17062;59,4791;43,29;44,8;43,31;39,9;37,03;43,74;7195,77;37,0
2026-02-27;43,76228;43,84116;51,59264;51,68562;58,99216;59,2997;42,97;44,38;43,33;41,05;37,19;43,38;7453,6;37,0
2026-03-06;43,8766;43,95562;51,23188;51,32418;58,5864;58,89184;44,28;44,82;42,72;40,74;38,45;44,39;7326,16;37,0
2026-03-13;43,98324;44,0625;50,97816;51,07;58,80394;59,11052;44,32;45,24;43,54;43,48;37,04;44,56;7130,84;37,0
2026-03-20;44,09505;44,1745;50,6577;50,748975;58,551525;58,85675;44,64;45,68;44,24;42,47;31,66;44,9;6392,22;37,0
2026-03-27;44,23922;44,31894;51,14726;51,23944;59,01296;59,32062;45,14;46,59;43,52;43,49;31,78;45,65;6416,31;37,0
2026-04-03;44,37564;44,45558;51,12704;51,21916;58,7064;59,01244;46,29;48,8;46,07;43,12;33,88;47,11;6684,7;37,0
2026-04-10;44,4855;44,56566;51,61388;51,70686;59,12706;59,43532;46,12;49,02;45,73;46,24;24,3;47,0;6807,31;37,0
2026-04-17;44,6291;44,70948;52,4351;52,52958;60,15442;60,46802;46,27;49,09;46,3;42,95;26,69;47,16;6975,38;37,0
2026-04-24;44,77935;44,86005;52,691625;52,78655;60,421775;60,7368;46,33;48,64;44,74;42,46;39,26;46,96;6811,85;37,0
2026-05-01;44,937225;45,018175;52,611275;52,706075;60,59635;60,912275;46,67;49,08;46,8;42,13;32,45;47,44;6699,31;37,0
2026-05-08;45,10146;45,18274;52,87772;52,97298;61,08254;61,401;46,41;48,85;44,68;41,57;42,59;47,24;6871,43;37,0
2026-05-15;45,2954;45,37698;53,1702;53,266;61,28412;61,60364;46,33;48,96;47,29;44,32;31,47;47,25;6638,83;37,0
2026-05-22;45,468025;45,549925;52,8346;52,9298;60,756675;61,073375;46,49;48,81;47,44;45,85;34,75;47,3;6628,03;37,0
2026-05-29;45,5922;45,67435;52,99115;53,08665;61,2537;61,57305;46,56;48,5;45,24;42,04;23,47;46,93;6673,73;37,0
2026-06-05;45,81062;45,89314;53,3036;53,39964;61,56884;61,88982;46,53;49,3;48,11;45,88;43,11;47,66;6407,78;37,0
2026-06-12;46,01432;46,09722;53,19022;53,28606;61,48994;61,81054;46,48;49,36;48,17;45,17;40,59;47,53;6275,18;37,0
2026-06-19;46,19362;46,27688;53,46322;53,55956;61,72676;62,0486;46,5;49,5;49,49;47,55;43,77;47,6;6203,02;37,0
2026-06-26;46,37616;46,4597;52,886;52,98128;61,12696;61,44562;46,63;49,2;48,6;45,9;42,06;47,43;6127,94;37,0
2026-07-03;46,55454;46,63842;53,07376;53,16938;61,57424;61,89528;46,49;48,97;47,03;44,07;40,89;47,23;6281,09;37,0
2026-07-10;46,73544;46,81964;53,41116;53,5074;62,37194;62,69712;46,41;48,27;46,09;43,31;40,08;47,05;6221,15;37,0
2026-07-17;46,9032;46,9877;53,6136;53,710175;62,86315;63,1909;46,13;47,99;45,5;43,26;39,35;46,72;6090,15;37,0
2026-07-24;47,09412;47,179;53,79542;53,89234;63,07854;63,40742;46,53;47,83;46,52;44,54;39,6;46,92;6166,33;37,0
2026-07-31;47,27152;47,35668;53,88572;53,98282;62,8664;63,19418;46,25;47,7;44,78;43,12;38,37;46,65;6172,69;37,0
2026-08-07;47,45158;47,53708;54,69184;54,79034;63,7358;64,06806;46,19;47,91;45,34;42,33;37,62;46,64;6658,08;37,0
2026-08-14;47,6306;47,71642;54,9521;55,0511;64,13942;64,4738;46,04;47,4;45,01;40,94;39,12;46,46;6736,59;37,0
2026-08-21;47,81434;47,90048;55,48646;55,58644;64,7227;65,06014;46,13;47,14;45,4;42,57;35,97;46,42;7109,8;37,0
2026-08-28;47,99196;48,0784;55,99904;56,09996;65,28332;65,62366;44,81;44,79;43,47;41,89;36,72;44,76;6906,18;37,0
2026-09-04;48,17362;48,2604;55,89816;55,99886;65,07552;65,4148;44,48;44,37;43,26;41,16;39,65;44,37;6897,81;
2026-09-11;48,34984;48,43694;56,2079;56,3092;65,34966;65,69036;43,92;43,9;43,73;38,86;38,0;43,9;6786,96;
2026-09-18;48,5377;48,62518;56,00876;56,10966;65,25676;65,59698;;;;;;;6862,19;
