tarih;TP_DK_USD_A_YTL;TP_DK_USD_S_YTL;TP_DK_EUR_A_YTL;TP_DK_EUR_S_YTL;TP_DK_GBP_A_YTL;TP_DK_GBP_S_YTL;TP_TRY_MT01;TP_TRY_MT02;TP_TRY_MT03;TP_TRY_MT04;TP_TRY_MT05;TP_TRY_MT06;XAU_TRY_GRAM;POLITIKA_FAIZI
2020-06-26;6,84376;6,85608;7,69778;7,71168;8,5026;8,54694;7,0;8,08;8,0;8,2;7,16;7,37;390,15135155;8,25
2020-07-03;6,84262;6,85494;7,69126;7,7051;8,45882;8,5029;6,99;8,07;7,87;7,88;6,71;7,37;391,16709252;8,25
2020-07-10;6,84922;6,86156;7,73022;7,74414;8,56488;8,60952;6,96;8,18;7,98;7,52;6,94;7,37;396,96134523;8,25
2020-07-17;6,8504;6,862775;7,768625;7,782625;8,596925;8,64175;6,96;8,17;7,84;7,53;7,39;7,35;398,7916936;8,25
2020-07-24;6,84052;6,85288;7,85782;7,87194;8,63674;8,68176;6,95;8,21;7,88;7,54;7,1;7,39;418,24413533;8,25
2020-07-31;6,873375;6,88575;8,038825;8,053325;8,820325;8,866325;6,87;8,16;7,51;7,72;7,03;7,24;442,74086458;8,25
2020-08-07;7,004275;7,0169;8,268375;8,28325;9,142875;9,190525;7,34;8,7;7,91;7,94;7,3;7,79;477,00967597;8,25
2020-08-14;7,28304;7,29614;8,5862;8,60168;9,50464;9,5542;8,1;10,06;7,72;8,73;8,93;8,79;459,37180222;8,25
2020-08-21;7,3446;7,35782;8,7163;8,73202;9,63278;9,683;8,87;10,93;9,28;8,12;9,24;9,57;457,20039827;8,25
2020-08-28;7,3167;7,32988;8,64802;8,66362;9,60712;9,6572;8,83;11,44;10,78;8,77;9,66;9,75;463,14700259;8,25
2020-09-04;7,34578;7,35902;8,73832;8,75408;9,7794;9,8304;9,22;11,76;10,69;9,04;9,78;9,93;462,34119267;8,25
2020-09-11;7,44484;7,4583;8,79674;8,81258;9,73632;9,78712;9,37;11,58;10,86;10,2;10,27;10,19;466,06054928;8,25
2020-09-18;7,47166;7,4851;8,8553;8,8712;9,61334;9,66346;9,48;11,93;10,51;10,68;10,63;10,35;473,80722048;8,25
2020-09-25;7,6103;7,62404;8,9429;8,95902;9,74066;9,79146;10,14;11,85;10,59;10,53;10,54;10,68;458,31017837;8,25
2020-10-02;7,71202;7,72594;9,0162;9,03246;9,88198;9,9335;10,1;12,25;10,95;11,99;11,53;10,87;473,30337617;10,25
2020-10-09;7,7849;7,7989;9,15174;9,16822;10,04892;10,10132;10,24;12,18;10,8;11,05;11,92;10,84;487,3516616;10,25
2020-10-16;7,89688;7,91114;9,29414;9,31088;10,23454;10,2879;10,38;12,09;10,58;12,79;10,04;10,96;484,13313275;10,25
2020-10-23;7,85744;7,87162;9,2632;9,27988;10,19936;10,25252;10,59;12,42;10,34;11,24;11,73;11,19;486,60946528;10,25
2020-10-30;8,05215;8,066625;9,520325;9,5375;10,48485;10,5395;10,79;12,5;10,31;12,67;11,89;11,34;503,77640097;10,25
2020-11-06;8,40716;8,4223;9,82848;9,84618;10,88128;10,93802;11,26;13,3;11,07;11,7;12,09;11,87;534,42204506;10,25
2020-11-13;8,14244;8,15714;9,63024;9,6476;10,72382;10,77972;11,89;13,19;11,18;13,2;12,57;12,28;463,97352104;10,25
2020-11-20;7,6867;7,70056;9,10838;9,12482;10,14562;10,19854;13,36;14,09;11,89;13,49;13,39;13,58;458,94637963;10,25
2020-11-27;7,81816;7,83228;9,29338;9,31012;10,40932;10,4636;14,05;15,47;14,55;13,61;14,78;14,59;450,16977009;10,25
2020-12-04;7,81662;7,83072;9,38804;9,40496;10,4292;10,48358;14,09;15,38;15,73;16,0;15,01;14,51;460,7269505;15,0
2020-12-11;7,81916;7,83322;9,4786;9,49568;10,43478;10,48916;14,43;16,12;16,55;16,02;16,33;14,95;464,40151478;15,0
2020-12-18;7,83524;7,84938;9,53548;9,55266;10,4893;10,54402;14,6;15,98;15,73;15,59;15,76;15,04;460,88683515;15,0
2020-12-25;7,65092;7,66466;9,34118;9,358;10,27004;10,3236;15,44;16,73;15,81;16,79;17,32;15,88;458,12444169;15,0
2021-01-01;7,443075;7,4565;9,104575;9,121;10,060925;10,1134;16,07;18,18;17,42;17,62;17,31;16,96;453,10805993;17,0
2021-01-08;7,3539;7,36712;9,03882;9,05514;10,00636;10,05856;15,46;17,54;15,93;17,62;16,77;16,22;437,55112152;17,0
2021-01-15;7,41398;7,42734;9,03314;9,04938;10,06336;10,11582;15,59;17,15;15,3;17,98;16,21;16,12;437,57563784;17,0
2021-01-22;7,43034;7,44372;9,00312;9,01934;10,11828;10,17104;15,55;17,19;15,73;17,12;15,96;16,08;441,71805578;17,0
2021-01-29;7,37768;7,39096;8,95728;8,9734;10,07754;10,13008;15,65;17,57;16,77;17,34;16,46;16,42;434,02748008;17,0
2021-02-05;7,1919;7,20488;8,67374;8,68936;9,8129;9,86406;15,42;17,49;16,73;17,48;16,41;16,27;410,86511023;17,0
2021-02-12;7,0638;7,07656;8,5271;8,54242;9,7093;9,75992;15,51;17,4;16,16;17,68;16,22;16,22;412,17475234;17,0
2021-02-19;6,97206;6,98464;8,4407;8,45592;9,66038;9,71076;15,53;17,18;16,67;17,19;16,54;16,14;398,66801666;17,0
2021-02-26;7,0617;7,07442;8,5832;8,59868;9,92798;9,97974;15,71;17,08;16,46;17,03;16,26;16,24;413,42584648;17,0
2021-03-05;7,35538;7,36864;8,87562;8,8916;10,23406;10,28744;15,58;17,32;17,0;17,27;16,7;16,22;411,49362867;17,0
2021-03-12;7,55672;7,5703;9,00024;9,01644;10,46742;10,52198;15,92;17,39;17,12;17,46;16,78;16,46;419,39012121;17,0
2021-03-19;7,51354;7,5271;8,96266;8,9788;10,4363;10,49074;16,53;17,43;16,95;17,94;15,27;16,8;404,69448779;17,0
2021-03-26;7,77734;7,79132;9,23144;9,2481;10,71138;10,76722;17,24;18,51;19,51;19,12;18,13;17,77;448,93747956;17,0
2021-04-02;8,1862;8,20094;9,6219;9,63922;11,25818;11,31684;16,91;19,08;20,02;20,1;18,76;17,87;455,23616054;19,0
2021-04-09;8,12806;8,1427;9,60684;9,62412;11,21426;11,2727;17,1;18,86;17,71;19,18;17,4;17,7;457,22092007;19,0
2021-04-16;8,11486;8,1295;9,67518;9,6926;11,1387;11,19678;17,21;18,73;17,61;18,63;17,22;17,74;459,99650737;19,0
2021-04-23;8,0883;8,102875;9,7215;9,739025;11,219175;11,277625;17,31;18,65;17,36;18,87;17,53;17,68;478,55210129;19,0
2021-04-30;8,23824;8,25308;9,95142;9,96934;11,43716;11,49678;17,34;18,88;17,89;17,64;17,1;17,93;470,48874806;19,0
2021-05-07;8,29568;8,3106;9,9871;10,0051;11,50286;11,56282;17,33;18,84;18,25;17,13;17,35;17,88;485,03360422;19,0
2021-05-14;8,26846667;8,28333333;10,02966667;10,04776667;11,59306667;11,65346667;17,54;18,74;17,59;17,24;12,99;17,9;500,10089579;19,0
2021-05-21;8,33265;8,34765;10,146;10,164275;11,761125;11,822425;17,33;18,68;17,85;18,56;17,2;17,87;508,20459982;19,0
2021-05-28;8,3993;8,41444;10,26574;10,28424;11,87382;11,93574;17,39;18,89;18,23;18,96;17,78;17,92;522,90571709;19,0
2021-06-04;8,5563;8,57174;10,4352;10,45398;12,10676;12,16988;17,19;18,93;19,2;19,05;18,44;17,88;525,97146857;19,0
2021-06-11;8,5995;8,61498;10,45786;10,4767;12,13594;12,19922;17,35;18,78;17,49;18,22;17,97;17,87;505,70828403;19,0
2021-06-18;8,47712;8,49236;10,25316;10,27164;11,91946;11,9816;17,39;18,78;17,58;18,95;16,73;17,85;494,67224867;19,0
2021-06-25;8,68154;8,69718;10,3427;10,36134;12,05522;12,11806;17,57;18,91;18,01;19,02;17,95;18,08;500,79220693;19,0
2021-07-02;8,69228;8,7079;10,35012;10,36878;12,03054;12,09326;17,25;18,94;19,15;19,18;17,73;17,89;498,73312427;19,0
2021-07-09;8,66972;8,68536;10,26558;10,28404;11,95216;12,01446;17,15;18,93;18,26;18,13;16,39;17,81;502,55745653;19,0
2021-07-16;8,62975;8,645325;10,2138;10,2322;11,9241;11,9863;17,41;18,94;18,4;18,51;17,03;17,98;495,69620847;19,0
2021-07-23;8,5099;8,5252;10,0483;10,0664;11,742;11,8032;17,38;18,08;15,71;15,78;14,8;17,5;494,98939713;19,0
2021-07-30;8,53708;8,55246;10,0844;10,10254;11,79832;11,8598;17,42;19,11;18,53;19,17;17,8;18,25;491,88299088;19,0
2021-08-06;8,41346;8,4286;9,99068;10,00868;11,69988;11,76088;17,18;18,9;16,79;17,02;16,11;17,79;488,25929325;19,0
2021-08-13;8,60434;8,61984;10,11074;10,12892;11,91046;11,97258;17,49;18,95;18,54;17,88;16,32;18,03;487,20526407;19,0
2021-08-20;8,47848;8,49372;9,954;9,97192;11,66418;11,725;17,48;18,89;17,51;18,05;15,73;17,98;485,77386796;19,0
2021-08-27;8,42666;8,44182;9,88358;9,90138;11,51812;11,57818;17,62;18,9;17,85;18,66;16,15;18,04;487,27520288;19,0
2021-09-03;8,307625;8,32255;9,813575;9,831225;11,4106;11,4701;17,47;19,01;18,16;19,41;15,94;18,03;487,58465131;19,0
2021-09-10;8,34832;8,36334;9,89466;9,91248;11,50926;11,56926;17,57;19,07;18,74;18,77;15,94;18,13;485,92695772;19,0
2021-09-17;8,42946;8,44464;9,95174;9,9697;11,64776;11,70846;17,57;19,1;18,99;19,25;17,1;18,14;486,15050392;19,0
2021-09-24;8,6312;8,64674;10,12814;10,14638;11,7985;11,86;17,31;18,96;18,52;19,05;16,42;17,86;499,53698146;19,0
2021-10-01;8,84796;8,8639;10,32888;10,34746;12,01258;12,07522;16,85;18,47;18,32;17,98;16,64;17,47;501,25932802;18,0
2021-10-08;8,86218;8,87816;10,26468;10,28322;12,00486;12,06742;16,78;18,18;16,38;17,2;15,3;17,32;506,11268262;18,0
2021-10-15;8,99966;9,01584;10,41288;10,43162;12,25262;12,3165;16,96;18,2;16,87;16,37;14,85;17,38;525,42978797;18,0
2021-10-22;9,27004;9,28672;10,77626;10,79568;12,74106;12,8075;16,03;17,89;16,59;16,69;14,66;16,68;553,66041664;18,0
2021-10-29;9,56525;9,582475;11,116025;11,136075;13,151375;13,21995;15,54;16,27;14,94;13,95;14,02;15,73;550,41670097;18,0
2021-11-05;9,5745;9,59174;11,08982;11,10984;13,0593;13,1274;15,12;16,36;14,92;15,1;13,1;15,52;565,05;16,0
2021-11-12;9,75718;9,77476;11,26718;11,28748;13,14284;13,21132;15,26;16,32;15,34;14,42;12,82;15,64;598,08;16,0
2021-11-19;10,23072;10,24912;11,64374;11,66474;13,72924;13,80084;14,76;16,29;14,44;14,67;12,53;15,29;666,27;16,0
2021-11-26;11,79234;11,81358;13,27412;13,29804;15,76568;15,84788;14,66;15,84;14,66;14,08;10,41;15,03;709,34;16,0
2021-12-03;12,88396;12,90718;14,56898;14,59522;17,13696;17,22632;14,58;15,99;14,48;16,04;15,79;14,99;785,27;15,0
2021-12-10;13,69762;13,72228;15,46966;15,49752;18,11322;18,2077;14,8;16,3;14,44;14,35;13,15;15,2;795,04;15,0
2021-12-17;14,42048;14,44644;16,275;16,30432;19,06406;19,16344;14,82;16,41;14,76;15,36;15,22;15,32;948,78;15,0
2021-12-24;14,14716;14,17266;15,98044;16,00924;18,75442;18,85218;16,82;17,73;16,64;16,76;16,37;17,09;685,38;15,0
2021-12-31;12,02948;12,05114;13,61326;13,63778;16,12986;16,21394;19,03;20,77;17,75;19,21;15,82;19,53;783,14;15,0
2022-01-07;13,38846;13,41258;15,14706;15,17434;18,0596;18,15376;17,15;19,82;17,69;17,74;16,45;17,88;800,83;14,0
2022-01-14;13,69288;13,71756;15,55436;15,5824;18,61556;18,71258;17,04;19,41;17,83;18,95;16,89;17,72;790,87;14,0
2022-01-21;13,5017;13,52602;15,38228;15,40998;18,40298;18,49892;16,82;19,0;18,5;19,51;17,91;17,52;792,22;14,0
2022-01-28;13,47654;13,5008;15,20772;15,23512;18,15944;18,25412;16,86;18,84;18,73;20,2;18,25;17,55;779,9;14,0
2022-02-04;13,47162;13,49588;15,1274;15,15466;18,12824;18,22276;16,47;18,8;17,73;20,19;17,61;17,33;787,96;14,0
2022-02-11;13,55844;13,58288;15,50202;15,5299;18,3435;18,43912;16,24;18,42;17,59;17,78;16,83;16,91;804,62;14,0
2022-02-18;13,57064;13,59508;15,41418;15,44198;18,36418;18,45992;16,03;17,99;17,63;17,67;16,69;16,74;832,81;14,0
2022-02-25;13,79722;13,82208;15,62058;15,6487;18,69582;18,7933;15,62;17,23;17,44;17,64;16,77;16,19;839,43;14,0
2022-03-04;13,98082;14,006;15,59254;15,62062;18,6699;18,76724;15,34;17,17;17,27;17,02;15,91;15,84;897,89;14,0
2022-03-11;14,46004;14,48608;15,83176;15,8603;19,0287;19,12788;15,1;17,17;17,24;17,13;15,8;15,65;943,08;14,0
2022-03-18;14,75248;14,77906;16,21748;16,2467;19,26294;19,36338;14,91;17,14;17,19;16,82;16,74;15,41;913,49;14,0
2022-03-25;14,80276;14,82944;16,30946;16,33886;19,47314;19,57466;15,02;17,06;17,47;16,62;16,22;15,6;933,31;14,0
2022-04-01;14,74102;14,76756;16,29628;16,32564;19,33476;19,43556;14,96;17,33;17,69;17,68;16,82;15,95;908,41;14,0
2022-04-08;14,69782;14,72432;16,12538;16,15442;19,232;19,33228;14,86;16,97;17,57;16,78;15,66;15,51;921,91;14,0
2022-04-15;14,6509;14,67728;15,93332;15,96204;19,07662;19,17606;15,03;17,09;17,49;16,89;15,81;15,67;928,76;14,0
2022-04-22;14,6361;14,66246;15,8504;15,87896;19,05552;19,15484;15,09;16,98;17,63;16,93;15,4;15,68;914,08;14,0
2022-04-29;14,75874;14,78534;15,74894;15,77732;18,69204;18,78948;14,98;17,05;17,58;16,88;16,05;15,65;904,66;14,0
2022-05-06;14,80825;14,8349;15,65965;15,68785;18,53725;18,63385;14,88;16,93;17,45;16,51;15,81;15,37;904,88;14,0
2022-05-13;15,14104;15,1683;15,93584;15,96456;18,59828;18,69524;14,84;17,07;17,58;17,22;16,38;15,46;900,92;14,0
2022-05-20;15,6777;15,70595;16,39185;16,421375;19,2899;19,390475;14,92;16,83;17,56;16,85;15,01;15,47;943,22;14,0
2022-05-27;16,0988;16,12778;17,16394;17,19486;20,1473;20,25234;15,26;17,13;17,59;17,21;15,63;15,79;963,88;14,0
2022-06-03;16,38868;16,4182;17,57214;17,6038;20,60626;20,7137;15,21;17,59;17,66;16,99;16,19;15,79;976,71;14,0
2022-06-10;16,80694;16,83722;18,0098;18,04226;21,0342;21,14386;15,51;17,78;17,56;17,17;16,31;16,08;1026,87;14,0
2022-06-17;17,21448;17,24546;18,0398;18,0723;20,96612;21,07544;15,66;18,55;17,89;17,47;16,7;16,34;1024,46;14,0
2022-06-24;17,31914;17,35032;18,2269;18,25972;21,18428;21,2947;16,11;18,98;17,75;16,08;16,74;16,83;991,38;14,0
2022-07-01;16,78862;16,81888;17,6718;17,70366;20,49326;20,60012;16,27;19,27;17,86;17,74;16,52;17,15;975,51;14,0
2022-07-08;16,97756;17,00814;17,53664;17,56824;20,39516;20,5015;16,43;19,94;18,03;17,27;16,84;17,28;967,02;14,0
2022-07-15;17,3257;17,3569;17,53405;17,5656;20,65135;20,75905;16,63;19,43;17,85;17,22;16,29;17,1;954,46;14,0
2022-07-22;17,53056;17,56216;17,81656;17,84868;20,91602;21,02506;16,82;20,33;17,91;17,44;16,74;17,72;985,08;14,0
2022-07-29;17,82402;17,85612;18,14152;18,17422;21,4286;21,5403;16,86;19,99;18,01;17,59;16,76;17,64;1016,66;14,0
2022-08-05;17,92456;17,95684;18,30666;18,33966;21,81352;21,92724;16,53;20,02;17,99;18,18;16,71;17,35;1021,59;14,0
2022-08-12;17,93476;17,96706;18,36736;18,40044;21,72336;21,8366;16,71;19,53;17,95;17,72;16,76;17,32;1038,92;14,0
2022-08-19;17,94592;17,97826;18,30128;18,33426;21,6518;21,76468;16,03;18,95;17,76;17,53;16,45;16,79;1015,69;14,0
2022-08-26;18,1083;18,14096;18,08868;18,12128;21,36416;21,47554;15,65;18,32;16,82;16,56;15,58;16,31;1012,65;14,0
2022-09-02;18,168025;18,20075;18,152175;18,184875;21,1822;21,292625;15,16;18,34;16,9;18,67;15,41;15,92;1000,13;13,0
2022-09-09;18,20884;18,24164;18,12182;18,15446;20,9516;21,06084;15,28;19,11;16,96;16,4;15,44;16,16;1005,94;13,0
2022-09-16;18,22658;18,25938;18,36168;18,39478;21,13022;21,24036;15,03;19,2;16,92;16,39;15,75;15,91;982,45;13,0
2022-09-23;18,28536;18,3183;18,18672;18,21946;20,7493;20,8575;14,82;18,93;16,75;16,57;15,36;15,79;972,12;13,0
2022-09-30;18,44754;18,48078;17,82004;17,85216;19,93546;20,03938;14,84;18,33;15,87;15,21;14,7;15,77;987,72;13,0
2022-10-07;18,5434;18,57682;18,28066;18,31358;20,87568;20,98452;14,81;18,73;15,87;16,06;14,83;15,75;1010,7;12,0
2022-10-14;18,56216;18,59562;18,05426;18,0868;20,55622;20,66338;14,92;19,23;15,95;15,7;15,17;15,84;980,82;12,0
2022-10-21;18,5654;18,59884;18,1708;18,20352;20,88018;20,98902;14,28;19,11;15,53;17,58;15,51;15,4;990,27;12,0
2022-10-28;18,58282;18,6163;18,40656;18,43974;21,11844;21,22858;14,45;19,81;14,64;14,34;13,93;15,66;982,39;12,0
2022-11-04;18,59408;18,62758;18,43882;18,47204;21,33692;21,4482;14,39;20,88;14,98;14,11;13,65;15,89;1002,92;10,5
2022-11-11;18,58312;18,6166;18,50176;18,53512;21,13364;21,24384;14,64;21,53;14,96;14,21;13,48;16,28;1057,66;10,5
2022-11-18;18,57346;18,6069;19,22444;19,25908;21,93856;22,05292;14,5;20,69;14,84;14,03;13,57;15,91;1046,27;10,5
2022-11-25;18,60128;18,6348;19,20454;19,23916;22,12916;22,24452;14,58;21,42;14,37;15,53;13,39;16,18;1050,55;10,5
2022-12-02;18,61194;18,64546;19,35778;19,39268;22,41386;22,53068;14,75;21,92;13,81;13,86;11,23;16,28;1076,45;9,0
2022-12-09;18,61488;18,64842;19,57188;19,60712;22,69736;22,81568;15,04;22,5;14,15;14,17;12,42;16,86;1077,61;9,0
2022-12-16;18,62346;18,657;19,71572;19,75122;22,87726;22,99652;14,96;22,99;14,63;16,44;12,76;16,86;1074,57;9,0
2022-12-23;18,6383;18,67186;19,8081;19,8438;22,61808;22,73596;15,42;23,24;14,38;14,36;12,44;17,37;1078,37;9,0
2022-12-30;18,67968;18,71336;19,86434;19,90014;22,4823;22,59952;16,06;24,17;14,97;20,98;12,53;18,56;1095,1;9,0
2023-01-06;18,71396;18,74768;19,88662;19,92248;22,4664;22,58356;15,53;24,03;13,98;14,62;13,73;17,67;1124,77;9,0
2023-01-13;18,7556;18,7894;20,04162;20,07774;22,65082;22,76892;15,67;24,02;13,43;13,34;12,8;17,81;1157,43;9,0
2023-01-20;18,76814;18,80194;20,32178;20,35836;22,97616;23,09598;15,68;24,57;14,62;13,94;11,96;17,97;1160,89;9,0
2023-01-27;18,78106;18,8149;20,4326;20,4694;23,18294;23,3038;16,3;25,31;14,25;13,33;11,54;18,33;1163,98;9,0
2023-02-03;18,78832;18,82218;20,47114;20,508;23,17016;23,29096;16,26;26,55;15,13;13,3;13,67;18,96;1127,84;9,0
2023-02-10;18,80672;18,8406;20,27742;20,31396;22,71902;22,83746;16,38;26,88;14,68;11,44;11,66;19,03;1128,22;9,0
2023-02-17;18,82246;18,85636;20,16486;20,20118;22,72732;22,84584;16,47;26,64;15,34;12,75;12,39;18,95;1112,76;9,0
2023-02-24;18,84632;18,88026;20,06668;20,10282;22,63768;22,7557;16,91;26,95;16,49;12,67;11,79;19,41;1097,81;9,0
2023-03-03;18,86336;18,8973;20,00292;20,03894;22,63212;22,75014;16,78;27,68;15,18;17,28;10,55;19,32;1123,03;8,5
2023-03-10;18,8945;18,92854;20,03638;20,0725;22,53334;22,65082;16,68;27,83;14,93;12,26;11,24;19,49;1137,89;8,5
2023-03-17;18,95442;18,98856;20,20052;20,2369;22,85872;22,97788;16,72;27,64;15,03;12,37;11,62;19,51;1215,28;8,5
2023-03-24;19,00212;19,03638;20,42326;20,46004;23,2095;23,33052;17,39;28,1;14,0;12,79;11,58;19,97;1210,09;8,5
2023-03-31;19,0884;19,12278;20,63992;20,67712;23,4309;23,5531;17,79;29,23;15,39;13,27;12,15;20,44;1212,52;8,5
2023-04-07;19,19896;19,23356;20,92808;20,96574;23,82058;23,94478;17,34;28,96;20,13;15,52;14,46;20,51;1240,8;8,5
2023-04-14;19,26572;19,30044;21,0614;21,09932;23,93316;24,05792;18,27;28,0;18,73;14,49;11,75;20,76;1246,71;8,5
2023-04-21;19,36165;19,396525;21,276675;21,314975;24,056575;24,18195;18,76;27,68;19,47;12,83;11,7;20,74;1234,71;8,5
2023-04-28;19,39456;19,4295;21,35504;21,39352;24,11058;24,23628;19,56;28,73;18,86;12,12;10,99;21,92;1244,08;8,5
2023-05-05;19,446075;19,4811;21,421875;21,460475;24,281225;24,407775;18,72;29,05;20,51;11,24;11,6;21,12;1264,91;8,5
2023-05-12;19,50032;19,53546;21,42506;21,46368;24,55762;24,68564;20,28;30,47;20,17;13,15;11,29;22,5;1264,55;8,5
2023-05-19;19,654275;19,6897;21,37585;21,41435;24,515675;24,643475;21,12;32,45;20,01;11,26;11,63;23,57;1258,78;8,5
2023-05-26;19,83102;19,86674;21,38798;21,42652;24,57264;24,70072;24,21;33,88;19,04;14,57;12,94;25,92;1247,08;8,5
2023-06-02;20,3446;20,38128;21,78608;21,82532;25,14888;25,28;23,46;37,39;25,65;28,71;14,54;26,93;1312,24;8,5
2023-06-09;21,95798;21,99754;23,5294;23,5718;27,28994;27,43222;26,49;39,42;26,93;17,57;13,72;29,37;1473,07;8,5
2023-06-16;23,58392;23,6264;25,45506;25,50092;29,65908;29,8137;27,28;40,72;24,27;18,32;16,12;30,32;1486,12;8,5
2023-06-23;23,60522;23,64774;25,83116;25,87766;30,1098;30,2668;30,75;41,98;25,79;20,1;12,84;32,9;1562,95;8,5
2023-06-30;25,5368;25,5828;27,80595;27,85605;32,4293;32,59835;28,45;38,45;27,56;27,39;17,68;30,11;1607,94;8,5
2023-07-07;25,99008;26,0369;28,30262;28,3536;32,97596;33,14788;28,09;37,83;28,16;29,36;16,94;30,84;1612,56;15,0
2023-07-14;26,0792;26,12616;28,70366;28,75538;33,54514;33,72004;26,01;34,99;25,66;18,61;17,93;27,83;1640,09;15,0
2023-07-21;26,59814;26,64608;29,8647;29,9185;34,59178;34,77214;25,2;30,36;24,17;18,59;17,47;26,04;1700,37;15,0
2023-07-28;26,9202;26,9687;29,87218;29,926;34,62872;34,80924;23,44;29,32;26,76;20,19;18,81;25,22;1696,59;15,0
2023-08-04;26,93852;26,98704;29,57632;29,6296;34,39184;34,5711;22,96;27,77;24,85;21,41;18,29;24,24;1682,49;17,5
2023-08-11;26,97772;27,02632;29,61362;29,66694;34,29826;34,47708;23,01;29,06;25,29;19,56;18,56;24,81;1652,36;17,5
2023-08-18;27,02768;27,07638;29,5519;29,60514;34,31804;34,49694;22,91;30,06;24,79;21,72;18,7;24,85;1643,86;17,5
2023-08-25;27,12462;27,17346;29,48006;29,53316;34,44108;34,62066;25,06;30,76;23,82;20,13;19,8;26,01;1633,94;17,5
2023-09-01;26,5438;26,591625;28,727575;28,779275;33,43705;33,61135;26,96;37,59;30,99;30,55;25,24;30,27;1664,15;25,0
2023-09-08;26,74974;26,79792;28,80328;28,8552;33,58592;33,76104;27,48;40,87;31,73;32,61;25,7;31,59;1655,21;25,0
2023-09-15;26,86352;26,91192;28,81166;28,86356;33,48682;33,6614;29,12;41,87;32,69;29,65;26,25;33,51;1664,68;25,0
2023-09-22;26,97964;27,02824;28,79478;28,8467;33,32774;33,50148;31,58;42,74;33,54;30,38;26,73;34,57;1677,18;25,0
2023-09-29;27,2258;27,27484;28,83258;28,88454;33,15438;33,32722;33,25;45,21;38,03;35,61;31,49;37,15;1629,14;25,0
2023-10-06;27,45818;27,50762;28,9074;28,9595;33,30116;33,4748;32,52;45,49;38,68;34,09;30,43;37,15;1622,69;30,0
2023-10-13;27,65802;27,70786;29,25992;29,31264;33,80322;33,97946;34,27;44,62;37,97;34,82;30,31;37,9;1724,79;30,0
2023-10-20;27,8766;27,92682;29,40274;29,4557;33,85922;34,03574;34,22;43,74;37,81;34,01;32,04;37,45;1780,03;30,0
2023-10-27;28,04372;28,09426;29,69886;29,75234;34,01252;34,1898;35,72;41,72;38,89;35,1;32,78;37,53;1816,27;30,0
2023-11-03;28,23072;28,28158;29,89266;29,94654;34,23564;34,41414;36,65;44,49;43,75;39,54;35,7;40,09;1819,3;35,0
2023-11-10;28,42484;28,47604;30,38306;30,4378;34,88502;35,06686;37,04;45,85;43,42;41,68;35,14;40,58;1777,16;35,0
2023-11-17;28,5759;28,62738;30,74118;30,79656;35,15766;35,34096;37,11;46,25;44,21;39,84;35,22;40,78;1825,14;35,0
2023-11-24;28,73042;28,78218;31,3408;31,39726;35,84088;36,02774;38,81;46,07;46,47;40,83;38,24;41,76;1856,44;35,0
2023-12-01;28,8449;28,89688;31,57272;31,6296;36,37194;36,56158;40,77;49,33;48,87;45,12;37,2;44,02;1924,27;40,0
2023-12-08;28,86612;28,91812;31,26326;31,31958;36,37928;36,56892;41,97;50,49;47,46;39,35;38,1;44,94;1859,45;40,0
2023-12-15;28,96008;29,01228;31,29192;31,34832;36,35484;36,54436;42,17;52,17;49,63;40,02;37,5;45,8;1881,45;40,0
2023-12-22;29,03546;29,0878;31,78396;31,84122;36,7759;36,9676;43,13;52,6;50,38;40,33;39,59;46,37;1930,06;40,0
2023-12-29;29,26892;29,32164;32,32072;32,37896;37,18194;37,37582;43,68;52,5;51,67;42,29;37,76;47,06;1954,47;40,0
2024-01-05;29,647575;29,701;32,588275;32,647;37,58;37,775925;44,05;51,29;50,02;42,9;37,77;46,48;1956,17;42,5
2024-01-12;29,87192;29,92572;32,68954;32,74842;37,91436;38,11202;43,84;51,05;49,8;41,99;37,81;46,18;1980,38;42,5
2024-01-19;30,053;30,10714;32,80398;32,86308;38,10212;38,30076;44,02;49,98;47,76;41,45;37,79;45,9;1969,29;42,5
2024-01-26;30,1908;30,24522;32,87342;32,93268;38,3245;38,52432;44,91;49,61;49,09;42,46;38,72;46,36;1963,11;42,5
2024-02-02;30,2852;30,33974;32,78324;32,8423;38,35424;38,55418;43,89;50,99;51,08;43,89;39,1;46,63;1992,96;45,0
2024-02-09;30,48576;30,54068;32,88244;32,94168;38,44046;38,64086;43,8;50,93;50,15;41,51;39,79;46,48;1996,15;45,0
2024-02-16;30,65632;30,71152;32,96402;33,02342;38,56658;38,76764;44,21;52,03;50,61;42,22;37,9;47,01;1995,07;45,0
2024-02-23;30,84654;30,9021;33,30926;33,36928;38,859;39,06158;44,08;51,89;49,27;43,61;39,42;46,82;2026,05;45,0
2024-03-01;31,08046;31,13644;33,67172;33,7324;39,3052;39,51014;44,56;53,25;50,61;41,55;40,45;47,82;2096,2;45,0
2024-03-08;31,52596;31,58276;34,22596;34,28764;39,9406;40,14882;45,14;53,63;50,77;43,38;39,91;48,2;2234,68;45,0
2024-03-15;31,97742;32,03502;34,97034;35,03336;40,90074;41,11398;46,43;55,66;50,33;42,37;44,8;49,63;2226,53;45,0
2024-03-22;32,25704;32,31516;35,09756;35,1608;40,99252;41,20626;48,69;59,52;51,55;42,63;37,57;52,01;2228,12;45,0
2024-03-29;32,11036;32,1682;34,75008;34,81266;40,45648;40,66742;52,53;64,3;59,68;48,69;44,65;57,3;2325,55;45,0
